donor_id,locality_tier,house_type,donation_2023,donation_2024,donation_2025,consistency_score,preferred_mode,earning_members,target_2026
DN-10744,TIER_2,APARTMENT_FLAT,1050,1200,1250,1.0,UPI,1,1400
DN-10745,TIER_1,INDEPENDENT_HOUSE,6400,7150,8050,1.0,UPI,2,8500
DN-10746,TIER_2,CLINIC_PROFESSIONAL,4100,4650,5150,1.0,UPI,2,5350
DN-10747,TIER_2,INDEPENDENT_HOUSE,3950,4300,4550,1.0,UPI,2,5200
DN-10748,TIER_3,APARTMENT_FLAT,1000,1050,0,0.7,CASH,4,1100
DN-10749,TIER_1,APARTMENT_FLAT,1300,1400,1600,1.0,UPI,2,1800
DN-10750,TIER_1,APARTMENT_FLAT,2400,2500,2850,1.0,UPI,2,3200
DN-10751,TIER_1,INDEPENDENT_HOUSE,2950,3200,3400,1.0,UPI,4,3750
DN-10752,TIER_1,APARTMENT_FLAT,2500,0,2700,0.9,UPI,4,3000
DN-10753,TIER_2,APARTMENT_FLAT,1050,1150,1300,0.9,UPI,2,1350
DN-10754,TIER_1,APARTMENT_FLAT,1250,1400,1600,1.0,CASH,1,1850
DN-10755,TIER_1,INDEPENDENT_HOUSE,3150,3450,3700,1.0,UPI,2,4000
DN-10756,TIER_3,APARTMENT_FLAT,800,900,950,1.0,CASH,2,1050
DN-10757,TIER_1,INDEPENDENT_HOUSE,4500,4850,5550,1.0,CASH,2,5850
DN-10758,TIER_2,APARTMENT_FLAT,900,950,1000,1.0,CASH,2,1050
DN-10759,TIER_1,APARTMENT_FLAT,3750,4050,4600,1.0,UPI,4,4900
DN-10760,TIER_2,COMMERCIAL_SHOP,4200,4550,4900,1.0,UPI,2,5250
DN-10761,TIER_1,COMMERCIAL_SHOP,3550,3950,4150,1.0,UPI,4,4650
DN-10762,TIER_3,APARTMENT_FLAT,0,0,0,0.4,UPI,2,700
DN-10763,TIER_1,INDEPENDENT_HOUSE,2950,3150,3600,1.0,UPI,2,3750
DN-10764,TIER_2,COMMERCIAL_SHOP,1950,2100,2250,1.0,UPI,2,2550
DN-10765,TIER_2,APARTMENT_FLAT,650,700,0,0.7,CASH,1,700
DN-10766,TIER_3,INDEPENDENT_HOUSE,1150,1300,1400,1.0,CASH,1,1550
DN-10767,TIER_1,APARTMENT_FLAT,2450,2600,2950,1.0,CASH,4,3250
DN-10768,TIER_3,APARTMENT_FLAT,700,750,850,1.0,CASH,1,950
DN-10769,TIER_2,COMMERCIAL_SHOP,2450,2650,2900,1.0,UPI,3,3100
DN-10770,TIER_1,CLINIC_PROFESSIONAL,7900,8400,9350,1.0,UPI,1,10350
DN-10771,TIER_2,APARTMENT_FLAT,2150,2450,2700,1.0,CASH,3,3050
DN-10772,TIER_3,APARTMENT_FLAT,1650,0,1900,0.9,CASH,4,2100
DN-10773,TIER_1,CLINIC_PROFESSIONAL,2450,2600,2800,1.0,CASH,4,3000
DN-10774,TIER_2,APARTMENT_FLAT,950,1050,1150,0.9,UPI,3,1250
DN-10775,TIER_1,INDEPENDENT_HOUSE,5350,5850,6650,1.0,UPI,3,7600
DN-10776,TIER_1,APARTMENT_FLAT,1900,2000,2100,1.0,CASH,1,2300
DN-10777,TIER_2,INDEPENDENT_HOUSE,0,0,5600,0.4,CASH,2,4550
DN-10778,TIER_1,INDEPENDENT_HOUSE,1900,2050,2350,1.0,UPI,2,2500
DN-10779,TIER_1,APARTMENT_FLAT,3150,3350,3850,0.9,CASH,2,4250
DN-10780,TIER_2,APARTMENT_FLAT,850,950,1100,1.0,UPI,2,1150
DN-10781,TIER_2,CLINIC_PROFESSIONAL,2100,2350,2600,1.0,CASH,2,2800
DN-10782,TIER_3,INDEPENDENT_HOUSE,1050,1100,1250,0.9,CASH,4,1350
DN-10783,TIER_1,APARTMENT_FLAT,3500,3950,4500,1.0,UPI,4,5100
DN-10784,TIER_2,APARTMENT_FLAT,1600,1750,1850,1.0,UPI,2,2000
DN-10785,TIER_1,INDEPENDENT_HOUSE,2250,2350,2650,1.0,CASH,3,3000
DN-10786,TIER_3,APARTMENT_FLAT,500,550,650,0.9,UPI,2,750
DN-10787,TIER_3,COMMERCIAL_SHOP,1850,2050,2300,1.0,CASH,2,2500
DN-10788,TIER_3,APARTMENT_FLAT,500,550,600,1.0,CASH,4,700
DN-10789,TIER_2,COMMERCIAL_SHOP,4250,4450,5050,1.0,CASH,4,5400
DN-10790,TIER_1,APARTMENT_FLAT,2650,2800,2950,1.0,UPI,1,3150
DN-10791,TIER_1,COMMERCIAL_SHOP,6200,0,7000,0.9,UPI,1,7900
DN-10792,TIER_2,INDEPENDENT_HOUSE,3000,3350,3550,1.0,CASH,2,3700
DN-10793,TIER_3,APARTMENT_FLAT,600,650,700,1.0,UPI,4,750
DN-10794,TIER_2,INDEPENDENT_HOUSE,1400,1500,1700,1.0,CASH,2,1900
DN-10795,TIER_1,APARTMENT_FLAT,950,1050,0,0.7,UPI,1,1050
DN-10796,TIER_3,COMMERCIAL_SHOP,1250,1350,1450,1.0,CASH,2,1600
DN-10797,TIER_3,COMMERCIAL_SHOP,1300,1450,1550,0.7,UPI,2,1650
DN-10798,TIER_2,APARTMENT_FLAT,1500,1600,1800,1.0,CASH,2,2000
DN-10799,TIER_1,INDEPENDENT_HOUSE,5050,5400,5900,1.0,CASH,1,6300
DN-10800,TIER_1,APARTMENT_FLAT,1550,1650,1900,1.0,UPI,4,2050
DN-10801,TIER_2,CLINIC_PROFESSIONAL,4550,4900,5200,1.0,UPI,4,5500
DN-10802,TIER_1,INDEPENDENT_HOUSE,1450,1550,1750,1.0,UPI,4,1800
DN-10803,TIER_1,APARTMENT_FLAT,1850,2050,2200,1.0,UPI,3,2450
DN-10804,TIER_1,APARTMENT_FLAT,2450,2550,2850,1.0,UPI,3,3200
DN-10805,TIER_1,APARTMENT_FLAT,2850,3050,3300,1.0,CASH,1,3500
DN-10806,TIER_1,APARTMENT_FLAT,2150,0,2450,0.9,CASH,4,2650
DN-10807,TIER_3,APARTMENT_FLAT,1100,1200,1400,1.0,UPI,3,1500
DN-10808,TIER_2,INDEPENDENT_HOUSE,1000,1100,1250,1.0,CASH,4,1400
DN-10809,TIER_2,INDEPENDENT_HOUSE,3350,3600,3900,0.9,CASH,1,4400
DN-10810,TIER_3,APARTMENT_FLAT,850,950,1100,1.0,CASH,2,1200
DN-10811,TIER_2,APARTMENT_FLAT,1550,1750,1950,1.0,CASH,2,2150
DN-10812,TIER_1,APARTMENT_FLAT,3400,3650,4200,1.0,CASH,3,4700
DN-10813,TIER_1,APARTMENT_FLAT,1050,1100,1200,1.0,UPI,3,1250
DN-10814,TIER_2,INDEPENDENT_HOUSE,1000,1150,1300,1.0,UPI,2,1450
DN-10815,TIER_2,APARTMENT_FLAT,650,700,750,1.0,CASH,4,800
DN-10816,TIER_2,APARTMENT_FLAT,1250,1400,0,0.7,UPI,2,1450
DN-10817,TIER_1,APARTMENT_FLAT,5850,6550,7200,1.0,UPI,2,8050
DN-10818,TIER_2,APARTMENT_FLAT,1000,1100,1250,1.0,CASH,4,1400
DN-10819,TIER_2,APARTMENT_FLAT,2150,2250,2550,1.0,CASH,4,2750
DN-10820,TIER_2,CLINIC_PROFESSIONAL,2900,3150,3400,1.0,UPI,2,3650
DN-10821,TIER_2,INDEPENDENT_HOUSE,1700,1950,2100,1.0,UPI,1,2300
DN-10822,TIER_3,COMMERCIAL_SHOP,2700,3050,3200,1.0,CASH,2,3550
DN-10823,TIER_1,COMMERCIAL_SHOP,4300,4850,5500,1.0,CASH,2,5900
DN-10824,TIER_3,INDEPENDENT_HOUSE,2200,2450,2600,1.0,CASH,2,2750
DN-10825,TIER_2,INDEPENDENT_HOUSE,1700,1900,2050,1.0,UPI,4,2200
DN-10826,TIER_3,INDEPENDENT_HOUSE,1100,1200,1300,0.7,UPI,3,1350
DN-10827,TIER_1,APARTMENT_FLAT,2250,2400,2550,1.0,UPI,2,2850
DN-10828,TIER_1,APARTMENT_FLAT,1250,1350,1450,1.0,UPI,4,1600
DN-10829,TIER_2,APARTMENT_FLAT,2350,2550,2850,0.9,UPI,2,3200
DN-10830,TIER_1,APARTMENT_FLAT,1100,1200,1250,0.9,CASH,4,1300
DN-10831,TIER_1,APARTMENT_FLAT,0,2550,2900,0.9,UPI,2,3150
DN-10832,TIER_2,INDEPENDENT_HOUSE,2400,2600,2850,1.0,UPI,2,3200
DN-10833,TIER_2,APARTMENT_FLAT,1050,1100,1250,1.0,UPI,2,1350
DN-10834,TIER_3,APARTMENT_FLAT,0,0,0,0.7,UPI,2,1450
DN-10835,TIER_1,APARTMENT_FLAT,0,3050,0,0.4,UPI,1,2500
DN-10836,TIER_2,INDEPENDENT_HOUSE,2300,2450,2750,1.0,UPI,1,2900
DN-10837,TIER_2,APARTMENT_FLAT,0,2350,2650,0.9,UPI,2,2800
DN-10838,TIER_2,APARTMENT_FLAT,1250,1400,0,0.7,UPI,2,1500
DN-10839,TIER_2,APARTMENT_FLAT,2800,3150,3350,1.0,UPI,3,3550
DN-10840,TIER_1,APARTMENT_FLAT,2650,3000,3250,1.0,UPI,1,3400
DN-10841,TIER_1,APARTMENT_FLAT,3200,3350,3750,0.9,UPI,3,4150
DN-10842,TIER_2,INDEPENDENT_HOUSE,1100,1250,1400,1.0,CASH,3,1500
DN-10843,TIER_2,APARTMENT_FLAT,1950,0,2100,0.9,CASH,1,2300
DN-10844,TIER_2,INDEPENDENT_HOUSE,2600,2900,3050,1.0,UPI,3,3250
DN-10845,TIER_1,APARTMENT_FLAT,1600,1800,1900,1.0,UPI,3,2100
DN-10846,TIER_2,INDEPENDENT_HOUSE,4050,4400,4650,1.0,UPI,1,4900
DN-10847,TIER_2,CLINIC_PROFESSIONAL,2000,2100,2250,1.0,CASH,3,2550
DN-10848,TIER_3,APARTMENT_FLAT,300,300,300,1.0,CASH,2,350
DN-10849,TIER_1,APARTMENT_FLAT,1300,1400,1550,1.0,UPI,4,1650
DN-10850,TIER_2,APARTMENT_FLAT,1900,2100,2300,0.9,CASH,4,2500
DN-10851,TIER_1,APARTMENT_FLAT,2850,3000,3350,1.0,UPI,4,3500
DN-10852,TIER_3,APARTMENT_FLAT,500,550,600,1.0,CASH,3,650
DN-10853,TIER_2,APARTMENT_FLAT,1300,0,1450,0.9,UPI,1,1650
DN-10854,TIER_1,INDEPENDENT_HOUSE,6100,6600,7450,1.0,UPI,2,8200
DN-10855,TIER_2,APARTMENT_FLAT,1400,1550,1650,0.9,UPI,2,1850
DN-10856,TIER_3,APARTMENT_FLAT,950,1000,1100,1.0,CASH,1,1200
DN-10857,TIER_2,INDEPENDENT_HOUSE,1750,2000,2150,1.0,CASH,2,2250
DN-10858,TIER_1,APARTMENT_FLAT,2900,3250,3550,1.0,CASH,1,3750
DN-10859,TIER_3,INDEPENDENT_HOUSE,700,800,900,1.0,UPI,2,1000
DN-10860,TIER_3,COMMERCIAL_SHOP,1400,1550,1700,1.0,CASH,4,1900
DN-10861,TIER_1,APARTMENT_FLAT,4400,4900,5350,1.0,CASH,4,5750
DN-10862,TIER_2,APARTMENT_FLAT,1500,1650,1850,0.9,UPI,3,1950
DN-10863,TIER_1,INDEPENDENT_HOUSE,2850,3050,3300,1.0,UPI,2,3700
DN-10864,TIER_2,APARTMENT_FLAT,1400,1500,1600,1.0,CASH,2,1750
DN-10865,TIER_1,COMMERCIAL_SHOP,3450,3650,4050,1.0,UPI,2,4200
DN-10866,TIER_2,APARTMENT_FLAT,2200,2500,2700,1.0,CASH,4,2850
DN-10867,TIER_2,APARTMENT_FLAT,1300,1400,1550,1.0,CASH,3,1650
DN-10868,TIER_2,COMMERCIAL_SHOP,5150,5450,5950,0.9,UPI,1,6350
DN-10869,TIER_1,CLINIC_PROFESSIONAL,2000,2150,2300,0.9,CASH,2,2600
DN-10870,TIER_1,APARTMENT_FLAT,4350,4900,5200,1.0,UPI,2,5500
DN-10871,TIER_2,APARTMENT_FLAT,4650,5150,5450,1.0,UPI,4,5750
DN-10872,TIER_2,APARTMENT_FLAT,1450,1600,1800,1.0,CASH,3,1900
DN-10873,TIER_2,APARTMENT_FLAT,1500,1600,1700,1.0,UPI,2,1850
DN-10874,TIER_2,INDEPENDENT_HOUSE,1950,2050,2300,1.0,UPI,2,2600
DN-10875,TIER_2,APARTMENT_FLAT,1150,1250,1400,1.0,UPI,4,1500
DN-10876,TIER_1,APARTMENT_FLAT,1950,2100,2300,1.0,UPI,2,2500
DN-10877,TIER_1,INDEPENDENT_HOUSE,0,4700,0,0.7,CASH,4,4700
DN-10878,TIER_2,APARTMENT_FLAT,1550,0,0,0.4,UPI,2,1350
DN-10879,TIER_2,INDEPENDENT_HOUSE,1200,1300,1450,0.9,CASH,1,1550
DN-10880,TIER_1,APARTMENT_FLAT,1050,1150,1250,1.0,UPI,3,1400
DN-10881,TIER_1,INDEPENDENT_HOUSE,3450,3750,3950,1.0,CASH,2,4450
DN-10882,TIER_2,APARTMENT_FLAT,950,1050,1100,1.0,CASH,2,1200
DN-10883,TIER_3,APARTMENT_FLAT,600,650,700,0.9,CASH,1,750
DN-10884,TIER_1,APARTMENT_FLAT,1050,0,1150,0.9,CASH,2,1300
DN-10885,TIER_2,APARTMENT_FLAT,2150,2450,2700,1.0,CASH,3,2800
DN-10886,TIER_2,CLINIC_PROFESSIONAL,2150,2400,2550,1.0,CASH,3,2800
DN-10887,TIER_3,APARTMENT_FLAT,350,400,450,1.0,CASH,2,500
DN-10888,TIER_2,APARTMENT_FLAT,850,900,1000,0.7,CASH,1,1000
DN-10889,TIER_1,APARTMENT_FLAT,4750,5050,5400,1.0,UPI,3,5650
DN-10890,TIER_1,COMMERCIAL_SHOP,9200,9750,0,0.7,UPI,2,9550
DN-10891,TIER_2,APARTMENT_FLAT,1550,1750,2000,1.0,UPI,1,2100
DN-10892,TIER_2,APARTMENT_FLAT,1500,1700,1950,1.0,CASH,2,2200
DN-10893,TIER_1,APARTMENT_FLAT,3200,3650,4150,0.9,UPI,2,4700
DN-10894,TIER_2,INDEPENDENT_HOUSE,3000,3300,3600,0.9,UPI,4,3800
DN-10895,TIER_3,APARTMENT_FLAT,1450,1550,1650,0.9,CASH,2,1750
DN-10896,TIER_1,INDEPENDENT_HOUSE,5200,5800,6200,0.9,UPI,2,6650
DN-10897,TIER_1,CLINIC_PROFESSIONAL,4300,4700,5200,1.0,UPI,3,5550
DN-10898,TIER_3,INDEPENDENT_HOUSE,0,900,0,0.4,CASH,2,750
DN-10899,TIER_1,INDEPENDENT_HOUSE,5750,6100,6800,1.0,UPI,4,7750
DN-10900,TIER_2,APARTMENT_FLAT,2600,2950,3350,1.0,UPI,2,3500
DN-10901,TIER_3,INDEPENDENT_HOUSE,600,600,700,1.0,UPI,4,800
DN-10902,TIER_2,CLINIC_PROFESSIONAL,1600,1700,1800,1.0,UPI,4,2050
DN-10903,TIER_2,INDEPENDENT_HOUSE,0,2500,2650,0.7,CASH,1,2850
DN-10904,TIER_1,APARTMENT_FLAT,3450,3900,4400,1.0,CASH,2,4600
DN-10905,TIER_2,INDEPENDENT_HOUSE,2750,3000,3300,0.9,CASH,2,3800
DN-10906,TIER_2,INDEPENDENT_HOUSE,2800,3200,3650,1.0,UPI,3,4150
DN-10907,TIER_1,COMMERCIAL_SHOP,0,0,8700,0.4,UPI,4,7200
DN-10908,TIER_2,INDEPENDENT_HOUSE,1650,1750,2000,1.0,CASH,3,2100
DN-10909,TIER_2,INDEPENDENT_HOUSE,1150,1300,1450,0.9,CASH,2,1550
DN-10910,TIER_2,INDEPENDENT_HOUSE,2550,2750,3100,1.0,CASH,2,3550
DN-10911,TIER_3,COMMERCIAL_SHOP,1650,1800,2000,1.0,CASH,4,2150
DN-10912,TIER_1,CLINIC_PROFESSIONAL,2250,2550,2850,1.0,CASH,2,3200
DN-10913,TIER_3,APARTMENT_FLAT,500,500,550,1.0,CASH,2,600
DN-10914,TIER_1,APARTMENT_FLAT,2050,0,2300,0.9,UPI,1,2600
DN-10915,TIER_2,INDEPENDENT_HOUSE,1150,0,1250,0.9,CASH,3,1400
DN-10916,TIER_2,APARTMENT_FLAT,3200,3500,4000,1.0,UPI,1,4550
DN-10917,TIER_2,COMMERCIAL_SHOP,1800,1900,2000,1.0,CASH,2,2150
DN-10918,TIER_1,APARTMENT_FLAT,1750,1950,2150,1.0,CASH,2,2300
DN-10919,TIER_1,APARTMENT_FLAT,2100,2250,2500,1.0,UPI,2,2800
DN-10920,TIER_2,CLINIC_PROFESSIONAL,2000,2250,2450,1.0,CASH,4,2550
DN-10921,TIER_3,APARTMENT_FLAT,900,950,1100,0.7,CASH,4,1150
DN-10922,TIER_2,INDEPENDENT_HOUSE,3250,3550,4100,1.0,UPI,2,4350
DN-10923,TIER_1,INDEPENDENT_HOUSE,0,0,0,0.4,UPI,2,3000
DN-10924,TIER_2,COMMERCIAL_SHOP,0,0,0,0.7,CASH,2,1500
DN-10925,TIER_2,COMMERCIAL_SHOP,1650,1750,1950,1.0,CASH,4,2050
DN-10926,TIER_2,APARTMENT_FLAT,2900,3250,3500,1.0,CASH,4,3800
DN-10927,TIER_2,CLINIC_PROFESSIONAL,3600,3850,4100,1.0,CASH,4,4550
DN-10928,TIER_1,COMMERCIAL_SHOP,7000,7750,8700,1.0,UPI,4,9250
DN-10929,TIER_3,INDEPENDENT_HOUSE,1100,1200,1300,1.0,UPI,4,1500
DN-10930,TIER_1,APARTMENT_FLAT,0,0,0,0.4,UPI,1,2600
DN-10931,TIER_1,INDEPENDENT_HOUSE,4300,4650,5300,1.0,UPI,2,5650
DN-10932,TIER_2,COMMERCIAL_SHOP,2050,2200,2450,1.0,UPI,4,2700
DN-10933,TIER_1,APARTMENT_FLAT,2400,2600,2950,1.0,UPI,2,3350
DN-10934,TIER_1,APARTMENT_FLAT,2950,3250,3650,1.0,CASH,3,3850
DN-10935,TIER_1,INDEPENDENT_HOUSE,4650,5000,5400,1.0,UPI,1,5900
DN-10936,TIER_2,APARTMENT_FLAT,0,4450,4700,0.7,CASH,2,4750
DN-10937,TIER_3,APARTMENT_FLAT,700,0,800,0.9,CASH,4,900
DN-10938,TIER_1,APARTMENT_FLAT,4100,4400,4950,0.9,UPI,3,5450
DN-10939,TIER_2,INDEPENDENT_HOUSE,1450,1550,1750,1.0,CASH,1,1900
DN-10940,TIER_1,INDEPENDENT_HOUSE,5500,5750,6250,1.0,UPI,3,6850
DN-10941,TIER_2,APARTMENT_FLAT,950,1000,1150,1.0,CASH,2,1200
DN-10942,TIER_2,APARTMENT_FLAT,2100,0,2400,0.7,UPI,3,2350
DN-10943,TIER_3,APARTMENT_FLAT,800,900,1000,0.9,CASH,2,1100
DN-10944,TIER_3,APARTMENT_FLAT,1100,1150,1250,1.0,UPI,1,1400
DN-10945,TIER_2,APARTMENT_FLAT,1150,1300,1400,0.9,UPI,2,1600
DN-10946,TIER_3,APARTMENT_FLAT,650,700,750,1.0,UPI,2,850
DN-10947,TIER_1,CLINIC_PROFESSIONAL,2350,2500,2850,1.0,UPI,3,3150
DN-10948,TIER_2,APARTMENT_FLAT,1650,1700,1800,1.0,CASH,3,1900
DN-10949,TIER_1,APARTMENT_FLAT,1200,1250,1400,1.0,UPI,1,1600
DN-10950,TIER_3,APARTMENT_FLAT,650,700,800,1.0,CASH,1,850
DN-10951,TIER_2,INDEPENDENT_HOUSE,2450,2750,2900,1.0,CASH,3,3250
DN-10952,TIER_3,APARTMENT_FLAT,700,750,800,1.0,CASH,2,900
DN-10953,TIER_1,INDEPENDENT_HOUSE,0,6600,7400,0.9,UPI,1,7900
DN-10954,TIER_2,APARTMENT_FLAT,1000,1100,1250,1.0,UPI,2,1350
DN-10955,TIER_1,APARTMENT_FLAT,2050,2250,2550,1.0,CASH,3,2750
DN-10956,TIER_2,APARTMENT_FLAT,1050,1200,1300,1.0,UPI,3,1450
DN-10957,TIER_3,APARTMENT_FLAT,1000,1050,0,0.7,CASH,4,1100
DN-10958,TIER_2,INDEPENDENT_HOUSE,1350,1550,1750,0.7,CASH,1,1850
DN-10959,TIER_1,COMMERCIAL_SHOP,4950,0,5550,0.7,CASH,4,5400
DN-10960,TIER_3,APARTMENT_FLAT,900,1000,1100,0.9,CASH,4,1150
DN-10961,TIER_2,APARTMENT_FLAT,850,950,1000,1.0,UPI,3,1150
DN-10962,TIER_2,INDEPENDENT_HOUSE,0,4250,4850,0.9,CASH,1,5500
DN-10963,TIER_3,INDEPENDENT_HOUSE,1100,1250,1400,1.0,CASH,1,1550
DN-10964,TIER_2,CLINIC_PROFESSIONAL,1100,1200,1350,1.0,UPI,2,1450
DN-10965,TIER_1,INDEPENDENT_HOUSE,3250,3600,3950,1.0,UPI,2,4350
DN-10966,TIER_3,COMMERCIAL_SHOP,2400,2650,2900,1.0,CASH,3,3300
DN-10967,TIER_2,APARTMENT_FLAT,0,1700,1950,0.7,CASH,2,2000
DN-10968,TIER_3,COMMERCIAL_SHOP,1550,1700,1800,0.9,UPI,2,2000
DN-10969,TIER_3,APARTMENT_FLAT,850,950,1000,1.0,UPI,2,1100
DN-10970,TIER_3,COMMERCIAL_SHOP,1850,2050,2300,1.0,UPI,3,2600
DN-10971,TIER_2,INDEPENDENT_HOUSE,4000,4250,4550,1.0,UPI,4,4800
DN-10972,TIER_2,INDEPENDENT_HOUSE,3500,3800,4100,1.0,UPI,2,4550
DN-10973,TIER_2,COMMERCIAL_SHOP,4400,0,4950,0.9,UPI,2,5150
DN-10974,TIER_3,INDEPENDENT_HOUSE,1050,0,1150,0.9,CASH,4,1300
DN-10975,TIER_2,INDEPENDENT_HOUSE,1200,1300,1450,1.0,UPI,2,1650
DN-10976,TIER_1,INDEPENDENT_HOUSE,2900,0,3300,0.7,UPI,3,3250
DN-10977,TIER_2,INDEPENDENT_HOUSE,1400,1500,1700,1.0,CASH,2,1850
DN-10978,TIER_1,INDEPENDENT_HOUSE,2100,2350,2500,1.0,UPI,3,2700
DN-10979,TIER_3,INDEPENDENT_HOUSE,1200,1300,0,0.4,UPI,3,1100
DN-10980,TIER_3,APARTMENT_FLAT,1150,1200,1300,1.0,CASH,2,1450
DN-10981,TIER_2,APARTMENT_FLAT,1400,1550,1750,1.0,CASH,2,1900
DN-10982,TIER_2,APARTMENT_FLAT,1250,1350,1450,1.0,CASH,1,1600
DN-10983,TIER_1,COMMERCIAL_SHOP,5200,5650,6450,1.0,CHEQUE,2,6950
DN-10984,TIER_2,INDEPENDENT_HOUSE,3400,3800,4050,1.0,UPI,2,4350
DN-10985,TIER_2,APARTMENT_FLAT,3100,3250,3650,0.9,UPI,2,4100
DN-10986,TIER_1,APARTMENT_FLAT,1750,1950,2100,1.0,CASH,3,2300
DN-10987,TIER_2,APARTMENT_FLAT,600,650,700,0.9,UPI,1,800
DN-10988,TIER_1,APARTMENT_FLAT,1650,1750,1950,0.9,CASH,4,2100
DN-10989,TIER_1,APARTMENT_FLAT,2450,0,2600,0.9,UPI,1,2900
DN-10990,TIER_2,CLINIC_PROFESSIONAL,1700,1900,2000,0.9,CASH,1,2150
DN-10991,TIER_2,COMMERCIAL_SHOP,3850,4250,4650,1.0,UPI,2,5200
DN-10992,TIER_3,INDEPENDENT_HOUSE,850,900,1000,1.0,UPI,1,1050
DN-10993,TIER_1,APARTMENT_FLAT,3600,4050,4350,1.0,UPI,4,4950
DN-10994,TIER_1,APARTMENT_FLAT,1750,1850,2000,1.0,UPI,4,2200
DN-10995,TIER_2,INDEPENDENT_HOUSE,1750,1850,2100,1.0,UPI,2,2350
DN-10996,TIER_3,COMMERCIAL_SHOP,1300,1400,1500,1.0,UPI,3,1600
DN-10997,TIER_3,APARTMENT_FLAT,850,950,1000,1.0,CASH,4,1050
DN-10998,TIER_1,INDEPENDENT_HOUSE,3300,3650,3850,1.0,UPI,3,4250
DN-10999,TIER_2,APARTMENT_FLAT,1400,1450,1600,1.0,CASH,1,1800
DN-11000,TIER_3,APARTMENT_FLAT,650,700,0,0.7,CASH,4,700
DN-11001,TIER_2,APARTMENT_FLAT,1350,1450,1600,1.0,CASH,1,1650
DN-11002,TIER_3,COMMERCIAL_SHOP,1150,1200,1350,1.0,CASH,3,1500
DN-11003,TIER_2,APARTMENT_FLAT,750,800,900,0.9,CASH,4,1000
DN-11004,TIER_2,APARTMENT_FLAT,1150,1200,1350,1.0,CASH,1,1550
DN-11005,TIER_2,COMMERCIAL_SHOP,1750,1950,2050,1.0,CASH,4,2250
DN-11006,TIER_1,APARTMENT_FLAT,2450,2650,3000,1.0,CASH,4,3300
DN-11007,TIER_1,COMMERCIAL_SHOP,1650,1750,1950,0.9,CASH,3,2100
DN-11008,TIER_1,APARTMENT_FLAT,1250,1400,1450,1.0,CASH,2,1500
DN-11009,TIER_3,APARTMENT_FLAT,1100,1200,1300,1.0,UPI,2,1400
DN-11010,TIER_1,APARTMENT_FLAT,0,3700,0,0.4,UPI,2,3100
DN-11011,TIER_1,APARTMENT_FLAT,2800,3200,3450,0.7,UPI,3,3500
DN-11012,TIER_2,APARTMENT_FLAT,0,1000,1150,0.7,CASH,1,1150
DN-11013,TIER_1,APARTMENT_FLAT,0,3700,4250,0.9,UPI,3,4550
DN-11014,TIER_1,APARTMENT_FLAT,0,0,3500,0.7,UPI,3,3650
DN-11015,TIER_3,APARTMENT_FLAT,700,750,850,0.9,UPI,3,950
DN-11016,TIER_1,INDEPENDENT_HOUSE,3950,4450,4700,1.0,UPI,4,5050
DN-11017,TIER_3,INDEPENDENT_HOUSE,850,900,1050,1.0,CASH,3,1150
DN-11018,TIER_1,APARTMENT_FLAT,1800,1950,2100,1.0,CASH,2,2250
DN-11019,TIER_3,COMMERCIAL_SHOP,750,800,850,1.0,UPI,2,900
DN-11020,TIER_2,INDEPENDENT_HOUSE,2500,2750,3050,1.0,UPI,2,3350
DN-11021,TIER_3,INDEPENDENT_HOUSE,0,0,1300,0.7,CASH,4,1300
DN-11022,TIER_3,INDEPENDENT_HOUSE,650,700,800,1.0,CASH,2,900
DN-11023,TIER_2,APARTMENT_FLAT,650,700,750,1.0,CASH,3,850
DN-11024,TIER_2,APARTMENT_FLAT,2400,2700,2850,0.9,UPI,2,3000
DN-11025,TIER_2,INDEPENDENT_HOUSE,1300,1400,1550,1.0,CASH,3,1700
DN-11026,TIER_2,COMMERCIAL_SHOP,2000,2150,2350,0.7,UPI,1,2400
DN-11027,TIER_1,INDEPENDENT_HOUSE,1700,1900,2100,1.0,UPI,2,2250
DN-11028,TIER_2,APARTMENT_FLAT,1500,1700,1900,0.9,UPI,2,2100
DN-11029,TIER_1,APARTMENT_FLAT,4000,4250,4750,1.0,UPI,3,5400
DN-11030,TIER_2,APARTMENT_FLAT,1100,1150,1250,1.0,UPI,2,1300
DN-11031,TIER_3,APARTMENT_FLAT,0,350,350,0.4,CASH,3,300
DN-11032,TIER_2,APARTMENT_FLAT,0,1800,2000,0.9,UPI,3,2100
DN-11033,TIER_1,COMMERCIAL_SHOP,4800,5150,5550,1.0,UPI,2,6100
DN-11034,TIER_3,APARTMENT_FLAT,700,750,800,1.0,UPI,4,900
DN-11035,TIER_3,INDEPENDENT_HOUSE,1200,1300,1400,1.0,UPI,2,1450
DN-11036,TIER_2,APARTMENT_FLAT,2700,2950,3350,1.0,CASH,2,3500
DN-11037,TIER_1,APARTMENT_FLAT,1150,1250,1350,1.0,UPI,1,1400
DN-11038,TIER_2,APARTMENT_FLAT,800,850,950,1.0,CASH,2,1100
DN-11039,TIER_2,INDEPENDENT_HOUSE,3400,3550,3900,0.9,UPI,2,4200
DN-11040,TIER_1,APARTMENT_FLAT,4100,4600,5300,1.0,UPI,1,5950
DN-11041,TIER_2,INDEPENDENT_HOUSE,1800,1900,2000,1.0,UPI,2,2250
DN-11042,TIER_1,APARTMENT_FLAT,1750,2000,2150,1.0,UPI,2,2450
